,Bearing,BlockRef,CallDistanceAlongRoute,DataFrameRef,DatedVehicleJourneyRef,DestinationName,DestinationRef,DirectionRef,DistanceFromCall,ExpectedArrivalTime,ExpectedDepartureTime,JourneyPatternRef,Latitude,LineRef,Longitude,Monitored,OperatorRef,OriginAimedDepartureTime,OriginRef,PresentableDistance,ProgressRate,ProgressStatus,PublishedLineName,RecordedAtTime,StopPointName,StopPointRef,StopsFromCall,VehicleRef,VisitNumber
8,186.46767,MTA NYCT_FP_B8-Weekday_C_FP_20760_B54-207,3646.53,2018-04-03,MTA NYCT_FP_B8-Weekday-124500_B54_218,DNTWN BKLYN JAY ST via MYRTLE,MTA_801134,1,154.63,2018-04-03T21:05:52.940-04:00,2018-04-03T21:05:52.940-04:00,MTA_B540070,40.695212,MTA NYCT_B54,-73.950655,True,MTA NYCT,,MTA_505218,< 1 stop away,normalProgress,,B54,2018-04-03T21:05:12.000-04:00,MYRTLE AV/NOSTRAND AV,MTA_304434,0,MTA NYCT_7286,1
9,6.275851,MTA NYCT_FP_B8-Weekday_C_FP_17820_B54-205,5046.25,2018-04-03,MTA NYCT_FP_B8-Weekday-123800_B54_222,RIDGEWOOD TERM via MYRTLE,MTA_901258,0,157.16,2018-04-03T21:06:01.305-04:00,2018-04-03T21:06:01.305-04:00,MTA_B540062,40.697156,MTA NYCT_B54,-73.933647,True,MTA NYCT,,MTA_308472,< 1 stop away,normalProgress,,B54,2018-04-03T21:04:55.000-04:00,MYRTLE AV/BUSHWICK AV,MTA_304406,0,MTA NYCT_6578,1
0,224.39914,MTA NYCT_FP_B8-Weekday_C_FP_74880_B26-27,0.0,2018-04-03,MTA NYCT_FP_B8-Weekday-126000_B26_27,DNTWN BKLYN JAY ST via MYRTLE,MTA_801134,1,0.0,,,MTA_B540070,40.700381,MTA NYCT_B54,-73.910171,True,MTA NYCT,2018-04-03T21:00:00.000-04:00,MTA_505218,at stop,noProgress,layover,B54,2018-04-03T21:05:41.000-04:00,PALMETTO ST/ST NICHOLAS AV,MTA_505218,0,MTA NYCT_6568,1
1,6.876185,MTA NYCT_FP_B8-Weekday_C_FP_18360_B54-206,3278.61,2018-04-03,MTA NYCT_FP_B8-Weekday-125000_B54_217,RIDGEWOOD TERM via MYRTLE,MTA_901258,0,4.71,2018-04-03T21:05:58.588-04:00,2018-04-03T21:05:58.588-04:00,MTA_B540062,40.694991,MTA NYCT_B54,-73.952592,True,MTA NYCT,,MTA_308472,at stop,normalProgress,,B54,2018-04-03T21:05:30.000-04:00,MYRTLE AV/NOSTRAND AV,MTA_304399,0,MTA NYCT_6520,1
2,224.55586,MTA NYCT_FP_B8-Weekday_C_FP_51900_B54-218,7025.2,2018-04-03,MTA NYCT_FP_B8-Weekday-117400_B54_223,RIDGEWOOD TERM via MYRTLE,MTA_901258,0,16.94,2018-04-03T21:05:58.588-04:00,2018-04-03T21:05:58.588-04:00,MTA_B540062,40.700601,MTA NYCT_B54,-73.909946,True,MTA NYCT,,MTA_308472,at stop,noProgress,layover,B54,2018-04-03T21:05:28.000-04:00,PALMETTO ST/ST NICHOLAS AV,MTA_901258,0,MTA NYCT_6548,1
3,328.07913,MTA NYCT_FP_B8-Weekday_C_FP_25260_B54-211,7025.2,2018-04-03,MTA NYCT_FP_B8-Weekday-118200_B54_225,RIDGEWOOD TERM via MYRTLE,MTA_901258,0,21.18,2018-04-03T21:05:58.588-04:00,2018-04-03T21:05:58.588-04:00,MTA_B540062,40.700627,MTA NYCT_B54,-73.909969,True,MTA NYCT,,MTA_308472,at stop,noProgress,layover,B54,2018-04-03T21:05:28.000-04:00,PALMETTO ST/ST NICHOLAS AV,MTA_901258,0,MTA NYCT_6579,1
4,186.46767,MTA NYCT_FP_B8-Weekday_C_FP_20760_B54-207,3646.53,2018-04-03,MTA NYCT_FP_B8-Weekday-124500_B54_218,DNTWN BKLYN JAY ST via MYRTLE,MTA_801134,1,26.21,2018-04-03T21:05:58.588-04:00,2018-04-03T21:05:58.588-04:00,MTA_B540070,40.695041,MTA NYCT_B54,-73.952161,True,MTA NYCT,,MTA_505218,at stop,normalProgress,,B54,2018-04-03T21:05:43.000-04:00,MYRTLE AV/NOSTRAND AV,MTA_304434,0,MTA NYCT_7286,1
5,6.8031335,MTA NYCT_FP_B8-Weekday_C_FP_17820_B54-205,5046.25,2018-04-03,MTA NYCT_FP_B8-Weekday-123800_B54_222,RIDGEWOOD TERM via MYRTLE,MTA_901258,0,67.96,2018-04-03T21:05:58.588-04:00,2018-04-03T21:05:58.588-04:00,MTA_B540062,40.697273,MTA NYCT_B54,-73.9326,True,MTA NYCT,,MTA_308472,approaching,normalProgress,,B54,2018-04-03T21:05:28.000-04:00,MYRTLE AV/BUSHWICK AV,MTA_304406,0,MTA NYCT_6578,1
6,87.15338,MTA NYCT_FP_B8-Weekday_C_FP_73080_B54-220,6820.99,2018-04-03,MTA NYCT_FP_B8-Weekday-123000_B54_220,DNTWN BKLYN JAY ST via MYRTLE,MTA_801134,1,71.37,2018-04-03T21:06:17.309-04:00,2018-04-03T21:06:17.309-04:00,MTA_B540070,40.69385,MTA NYCT_B54,-73.987199,True,MTA NYCT,,MTA_505218,approaching,normalProgress,,B54,2018-04-03T21:05:53.000-04:00,JAY ST/MYRTLE PLZ,MTA_801134,0,MTA NYCT_6516,1
7,224.39914,,171.54,2018-04-03,MTA NYCT_FP_B8-Weekday-126000_B26_27,DNTWN BKLYN JAY ST via MYRTLE,MTA_801134,1,97.55,2018-04-03T21:05:58.588-04:00,2018-04-03T21:05:58.588-04:00,MTA_B540070,40.699855,MTA NYCT_B54,-73.910708,True,MTA NYCT,,MTA_505218,approaching,noProgress,layover,B54,2018-04-03T21:05:29.000-04:00,MYRTLE AV/GATES AV,MTA_308426,0,MTA NYCT_6541,1
8,297.16446,MTA NYCT_FP_B8-Weekday_C_FP_44700_B52-115,820.07,2018-04-03,MTA NYCT_FP_B8-Weekday-126500_B54_224,RIDGEWOOD TERM via MYRTLE,MTA_901258,0,414.87,2018-04-03T21:08:00.274-04:00,2018-04-03T21:08:00.274-04:00,MTA_B540062,40.69577,MTA NYCT_B54,-73.984491,True,MTA NYCT,,MTA_308472,< 1 stop away,normalProgress,,B54,2018-04-03T21:05:52.000-04:00,MYRTLE AV/FLEET PL,MTA_308638,0,MTA NYCT_6563,1
0,6.876185,MTA NYCT_FP_B8-Weekday_C_FP_18360_B54-206,3278.61,2018-04-03,MTA NYCT_FP_B8-Weekday-125000_B54_217,RIDGEWOOD TERM via MYRTLE,MTA_901258,0,7.06,2018-04-03T21:06:28.876-04:00,2018-04-03T21:06:28.876-04:00,MTA_B540062,40.694988,MTA NYCT_B54,-73.952619,True,MTA NYCT,,MTA_308472,at stop,normalProgress,,B54,2018-04-03T21:06:02.000-04:00,MYRTLE AV/NOSTRAND AV,MTA_304399,0,MTA NYCT_6520,1
1,224.55586,MTA NYCT_FP_B8-Weekday_C_FP_51900_B54-218,7025.2,2018-04-03,MTA NYCT_FP_B8-Weekday-117400_B54_223,RIDGEWOOD TERM via MYRTLE,MTA_901258,0,16.94,2018-04-03T21:06:28.876-04:00,2018-04-03T21:06:28.876-04:00,MTA_B540062,40.700601,MTA NYCT_B54,-73.909946,True,MTA NYCT,,MTA_308472,at stop,noProgress,layover,B54,2018-04-03T21:06:00.000-04:00,PALMETTO ST/ST NICHOLAS AV,MTA_901258,0,MTA NYCT_6548,1
2,186.46767,MTA NYCT_FP_B8-Weekday_C_FP_20760_B54-207,3646.53,2018-04-03,MTA NYCT_FP_B8-Weekday-124500_B54_218,DNTWN BKLYN JAY ST via MYRTLE,MTA_801134,1,20.97,2018-04-03T21:06:28.876-04:00,2018-04-03T21:06:28.876-04:00,MTA_B540070,40.695034,MTA NYCT_B54,-73.952223,True,MTA NYCT,,MTA_505218,at stop,normalProgress,,B54,2018-04-03T21:06:15.000-04:00,MYRTLE AV/NOSTRAND AV,MTA_304434,0,MTA NYCT_7286,1
3,328.07913,MTA NYCT_FP_B8-Weekday_C_FP_25260_B54-211,7025.2,2018-04-03,MTA NYCT_FP_B8-Weekday-118200_B54_225,RIDGEWOOD TERM via MYRTLE,MTA_901258,0,21.18,2018-04-03T21:06:28.876-04:00,2018-04-03T21:06:28.876-04:00,MTA_B540062,40.700627,MTA NYCT_B54,-73.909969,True,MTA NYCT,,MTA_308472,at stop,noProgress,layover,B54,2018-04-03T21:05:59.000-04:00,PALMETTO ST/ST NICHOLAS AV,MTA_901258,0,MTA NYCT_6579,1
4,87.15338,MTA NYCT_FP_B8-Weekday_C_FP_73080_B54-220,6820.99,2018-04-03,MTA NYCT_FP_B8-Weekday-123000_B54_220,DNTWN BKLYN JAY ST via MYRTLE,MTA_801134,1,71.37,2018-04-03T21:06:49.309-04:00,2018-04-03T21:06:49.309-04:00,MTA_B540070,40.69385,MTA NYCT_B54,-73.987199,True,MTA NYCT,,MTA_505218,approaching,normalProgress,,B54,2018-04-03T21:06:25.000-04:00,JAY ST/MYRTLE PLZ,MTA_801134,0,MTA NYCT_6516,1
5,6.157745,MTA NYCT_FP_B8-Weekday_C_FP_17820_B54-205,5251.16,2018-04-03,MTA NYCT_FP_B8-Weekday-123800_B54_222,RIDGEWOOD TERM via MYRTLE,MTA_901258,0,96.18,2018-04-03T21:06:28.876-04:00,2018-04-03T21:06:28.876-04:00,MTA_B540062,40.697507,MTA NYCT_B54,-73.930527,True,MTA NYCT,,MTA_308472,approaching,normalProgress,,B54,2018-04-03T21:05:59.000-04:00,MYRTLE AV/EVERGREEN AV,MTA_304407,0,MTA NYCT_6578,1
6,224.39914,,171.54,2018-04-03,MTA NYCT_FP_B8-Weekday-126000_B26_27,DNTWN BKLYN JAY ST via MYRTLE,MTA_801134,1,97.55,2018-04-03T21:06:28.876-04:00,2018-04-03T21:06:28.876-04:00,MTA_B540070,40.699855,MTA NYCT_B54,-73.910708,True,MTA NYCT,,MTA_505218,approaching,noProgress,layover,B54,2018-04-03T21:06:01.000-04:00,MYRTLE AV/GATES AV,MTA_308426,0,MTA NYCT_6541,1
7,296.5073,MTA NYCT_FP_B8-Weekday_C_FP_44700_B52-115,820.07,2018-04-03,MTA NYCT_FP_B8-Weekday-126500_B54_224,RIDGEWOOD TERM via MYRTLE,MTA_901258,0,197.56,2018-04-03T21:07:25.082-04:00,2018-04-03T21:07:25.082-04:00,MTA_B540062,40.693945,MTA NYCT_B54,-73.983568,True,MTA NYCT,,MTA_308472,< 1 stop away,normalProgress,,B54,2018-04-03T21:06:24.000-04:00,MYRTLE AV/FLEET PL,MTA_308638,0,MTA NYCT_6563,1
0,224.55586,MTA NYCT_FP_B8-Weekday_C_FP_51900_B54-218,7025.2,2018-04-03,MTA NYCT_FP_B8-Weekday-117400_B54_223,RIDGEWOOD TERM via MYRTLE,MTA_901258,0,16.94,2018-04-03T21:06:59.139-04:00,2018-04-03T21:06:59.139-04:00,MTA_B540062,40.700601,MTA NYCT_B54,-73.909946,True,MTA NYCT,,MTA_308472,at stop,noProgress,layover,B54,2018-04-03T21:06:32.000-04:00,PALMETTO ST/ST NICHOLAS AV,MTA_901258,0,MTA NYCT_6548,1
1,328.07913,MTA NYCT_FP_B8-Weekday_C_FP_25260_B54-211,7025.2,2018-04-03,MTA NYCT_FP_B8-Weekday-118200_B54_225,RIDGEWOOD TERM via MYRTLE,MTA_901258,0,21.18,2018-04-03T21:06:59.139-04:00,2018-04-03T21:06:59.139-04:00,MTA_B540062,40.700627,MTA NYCT_B54,-73.909969,True,MTA NYCT,,MTA_308472,at stop,noProgress,layover,B54,2018-04-03T21:06:32.000-04:00,PALMETTO ST/ST NICHOLAS AV,MTA_901258,0,MTA NYCT_6579,1
