,Latitude,Longitude,StopName,StopStatus,VehDistAlongRoute,VehicleRef
1,40.694965,-73.952814,MYRTLE AV/NOSTRAND AV,at stop,3254.96,3972
2,40.697267,-73.932653,MYRTLE AV/BUSHWICK AV,approaching,4973.82,6571
3,40.693531,-73.980308,MYRTLE AV/ASHLAND PL,approaching,920.07,6585
0,40.697361,-73.931848,MYRTLE AV/BUSHWICK AV,at stop,5042.44,6571
1,40.693499,-73.979451,MYRTLE AV/ASHLAND PL,at stop,992.48,6585
2,40.694968,-73.952783,MYRTLE AV/NOSTRAND AV,at stop,3257.59,3972
3,40.697499,-73.930601,MYRTLE AV/EVERGREEN AV,approaching,5148.71,4043
0,40.693499,-73.979451,MYRTLE AV/ASHLAND PL,at stop,992.48,6585
1,40.697605,-73.929621,MYRTLE AV/EVERGREEN AV,at stop,5232.19,6571
2,40.694968,-73.952783,MYRTLE AV/NOSTRAND AV,at stop,3257.59,3972
3,40.697585,-73.929799,MYRTLE AV/EVERGREEN AV,approaching,5217.01,4043
0,40.693426,-73.977572,MYRTLE AV/ST EDWARDS ST,at stop,1151.06,6585
1,40.697605,-73.929621,MYRTLE AV/EVERGREEN AV,at stop,5232.19,6571
2,40.69759,-73.929754,MYRTLE AV/EVERGREEN AV,at stop,5220.8,4043
3,40.695273,-73.950115,MYRTLE AV/MARCY AV,approaching,3485.0499999999997,3972
0,40.695352,-73.949414,MYRTLE AV/MARCY AV,at stop,3544.81,3972
1,40.697812,-73.927864,MYRTLE AV/HART ST,approaching,5382.04,4043
2,40.697717,-73.928653,MYRTLE AV/HART ST,approaching,5314.73,6571
3,40.69341,-73.977165,MYRTLE AV/N PORTLAND AV,approaching,1185.4199999999998,6585
0,40.697867,-73.927427,MYRTLE AV/HART ST,at stop,5419.44,6571
1,40.693343,-73.975421,MYRTLE AV/N PORTLAND AV,at stop,1332.6899999999998,6585
2,40.695352,-73.949414,MYRTLE AV/MARCY AV,at stop,3544.81,3972
3,40.697972,-73.926336,MYRTLE AV/DE KALB AV,approaching,5512.150000000001,4043
0,40.698029,-73.925791,MYRTLE AV/DE KALB AV,at stop,5558.51,6571
1,40.698223,-73.923967,MYRTLE AV/STOCKHOLM ST,at stop,5713.79,4043
2,40.695613,-73.947147,MYRTLE AV/TOMPKINS AV,approaching,3738.1000000000004,3972
3,40.69331,-73.974521,MYRTLE AV/CARLTON AV,< 1 stop away,1408.6200000000001,6585
0,40.695687,-73.946509,MYRTLE AV/TOMPKINS AV,at stop,3792.55,3972
1,40.698223,-73.923967,MYRTLE AV/STOCKHOLM ST,at stop,5713.79,6571
2,40.698223,-73.923967,MYRTLE AV/STOCKHOLM ST,at stop,5713.79,4043
3,40.69325,-73.972926,MYRTLE AV/CARLTON AV,approaching,1543.28,6585
0,40.69858,-73.920521,MYRTLE AV/KNICKERBOCKER AV,< 1 stop away,6007.01,6571
1,40.698535,-73.920963,MYRTLE AV/KNICKERBOCKER AV,< 1 stop away,5969.41,4043
2,40.695753,-73.945934,MYRTLE AV/THROOP AV,< 1 stop away,3841.56,3972
3,40.693226,-73.972312,MYRTLE AV/VANDERBILT AV,< 1 stop away,1595.1,6585
0,40.696064,-73.943219,MYRTLE AV/THROOP AV,at stop,4073.03,3972
1,40.698696,-73.919416,MYRTLE AV/KNICKERBOCKER AV,approaching,6101.0199999999995,6571
2,40.698686,-73.919505,MYRTLE AV/KNICKERBOCKER AV,approaching,6093.5,4043
3,40.693226,-73.972312,MYRTLE AV/VANDERBILT AV,< 1 stop away,1595.1,6585
0,40.696072,-73.943155,MYRTLE AV/THROOP AV,at stop,4078.4700000000003,3972
1,40.698715,-73.91924,MYRTLE AV/KNICKERBOCKER AV,approaching,6116.0599999999995,4043
2,40.6987,-73.919372,MYRTLE AV/KNICKERBOCKER AV,approaching,6104.78,6571
3,40.693219,-73.972107,MYRTLE AV/VANDERBILT AV,< 1 stop away,1612.4,6585
0,40.698719,-73.919195,MYRTLE AV/KNICKERBOCKER AV,approaching,6119.82,4043
1,40.69871,-73.919284,MYRTLE AV/KNICKERBOCKER AV,approaching,6112.3,6571
2,40.696178,-73.942229,MYRTLE AV/MARCUS GARVEY BL,approaching,4157.4800000000005,3972
3,40.693187,-73.971287,MYRTLE AV/VANDERBILT AV,< 1 stop away,1681.6,6585
0,40.696333,-73.940887,MYRTLE AV/MARCUS GARVEY BL,at stop,4271.91,3972
1,40.698757,-73.918842,MYRTLE AV/KNICKERBOCKER AV,approaching,6149.9,4043
2,40.693122,-73.969566,MYRTLE AV/VANDERBILT AV,approaching,1826.92,6585
3,40.698738,-73.919019,MYRTLE AV/KNICKERBOCKER AV,approaching,6134.86,6571
0,40.696333,-73.940887,MYRTLE AV/MARCUS GARVEY BL,at stop,4271.91,3972
1,40.693147,-73.968558,MYRTLE AV/CLINTON AV,at stop,1912.31,6585
2,40.698757,-73.918842,MYRTLE AV/KNICKERBOCKER AV,approaching,6149.9,4043
3,40.698738,-73.919019,MYRTLE AV/KNICKERBOCKER AV,approaching,6134.86,6571
0,40.693147,-73.968558,MYRTLE AV/CLINTON AV,at stop,1912.31,6585
1,40.698757,-73.918842,MYRTLE AV/KNICKERBOCKER AV,approaching,6149.9,4043
2,40.696619,-73.938391,MYRTLE AV/LEWIS AV,approaching,4484.71,3972
3,40.698858,-73.91786,MYRTLE AV/MENAHAN ST,< 1 stop away,6233.43,6571
0,40.696733,-73.937399,MYRTLE AV/LEWIS AV,at stop,4569.29,3972
1,40.699029,-73.916198,MYRTLE AV/MENAHAN ST,approaching,6374.85,4043
2,40.693295,-73.96727,MYRTLE AV/WASHINGTON AV,approaching,2022.0899999999997,6585
3,40.698987,-73.916602,MYRTLE AV/MENAHAN ST,approaching,6340.45,6571
0,40.693374,-73.966597,MYRTLE AV/WASHINGTON AV,at stop,2079.54,6585
1,40.698987,-73.916602,MYRTLE AV/MENAHAN ST,approaching,6340.45,6571
2,40.696777,-73.937016,MYRTLE AV/BROADWAY,approaching,4601.95,3972
3,40.699123,-73.915308,GATES AV/WYCKOFF AV,< 1 stop away,6450.61,4043
0,40.699043,-73.916063,MYRTLE AV/MENAHAN ST,at stop,6386.32,6571
1,40.696936,-73.935644,MYRTLE AV/BROADWAY,at stop,4718.9800000000005,3972
2,40.693417,-73.966228,MYRTLE AV/RYERSON ST,approaching,2111.0299999999997,6585
3,40.699324,-73.913454,GATES AV/WYCKOFF AV,< 1 stop away,6608.51,4043
0,40.696947,-73.935548,MYRTLE AV/BROADWAY,at stop,4727.15,3972
1,40.695708,-73.987127,TILLARY ST/JAY ST,approaching,133.95,4060
2,40.699456,-73.91267,GATES AV/WYCKOFF AV,approaching,6676.19,4043
3,40.69364,-73.964287,MYRTLE AV/STEUBEN ST,approaching,2276.51,6585
4,40.699109,-73.91544,GATES AV/WYCKOFF AV,< 1 stop away,6439.33,6571
0,40.696966,-73.935389,MYRTLE AV/BROADWAY,at stop,4740.75,3972
1,40.699756,-73.911982,GATES AV/WYCKOFF AV,approaching,6747.62,4043
2,40.693743,-73.963399,MYRTLE AV/STEUBEN ST,approaching,2352.21,6585
3,40.699109,-73.91544,GATES AV/WYCKOFF AV,< 1 stop away,6439.33,6571
4,40.695972,-73.98521,MYRTLE AV/FLEET PL,< 1 stop away,330.99000000000007,4060
0,40.694037,-73.96086,MYRTLE AV/CLASSON AV,at stop,2568.8,6585
1,40.700867,-73.91086,PALMETTO ST/ST NICHOLAS AV,approaching,6903.23,4043
2,40.697196,-73.933279,MYRTLE AV/BUSHWICK AV,approaching,4920.46,3972
3,40.699292,-73.913673,GATES AV/WYCKOFF AV,< 1 stop away,6589.72,6571
4,40.695972,-73.98521,MYRTLE AV/FLEET PL,< 1 stop away,330.99000000000007,4060
0,40.700973,-73.910555,PALMETTO ST/ST NICHOLAS AV,approaching,6941.34,4043
1,40.699463,-73.912627,GATES AV/WYCKOFF AV,approaching,6679.95,6571
2,40.697196,-73.933279,MYRTLE AV/BUSHWICK AV,approaching,4920.46,3972
3,40.694079,-73.960492,MYRTLE AV/FRANKLIN AV,< 1 stop away,2600.17,6585
4,40.695972,-73.98521,MYRTLE AV/FLEET PL,< 1 stop away,330.99000000000007,4060
0,40.700742,-73.910163,PALMETTO ST/ST NICHOLAS AV,approaching,6983.2699999999995,4043
1,40.699701,-73.912035,GATES AV/WYCKOFF AV,approaching,6740.1,6571
2,40.694176,-73.959632,MYRTLE AV/FRANKLIN AV,< 1 stop away,2673.45,6585
3,40.697371,-73.931759,MYRTLE AV/EVERGREEN AV,< 1 stop away,5050.05,3972
4,40.695752,-73.984482,MYRTLE AV/FLEET PL,< 1 stop away,407.30000000000007,4060
0,40.694388,-73.957791,MYRTLE AV/FRANKLIN AV,at stop,2830.48,6585
1,40.69748,-73.930779,MYRTLE AV/EVERGREEN AV,approaching,5133.53,3972
2,40.700677,-73.911053,PALMETTO ST/ST NICHOLAS AV,approaching,6876.55,6571
3,40.69383,-73.983511,MYRTLE AV/FLEET PL,< 1 stop away,636.23,4060
0,40.694409,-73.957607,MYRTLE AV/FRANKLIN AV,at stop,2846.18,6585
1,40.697609,-73.929576,MYRTLE AV/EVERGREEN AV,at stop,5235.98,3972
2,40.700931,-73.910484,PALMETTO ST/ST NICHOLAS AV,approaching,6948.97,6571
3,40.69383,-73.983511,MYRTLE AV/FLEET PL,< 1 stop away,636.23,4060
0,40.694557,-73.956317,MYRTLE AV/SPENCER ST,approaching,2956.13,6585
1,40.697712,-73.928697,MYRTLE AV/HART ST,approaching,5310.99,3972
2,40.69383,-73.983511,MYRTLE AV/FLEET PL,< 1 stop away,636.23,4060
0,40.694653,-73.955488,MYRTLE AV/SPENCER ST,at stop,3026.8100000000004,6585
1,40.698003,-73.926018,MYRTLE AV/DE KALB AV,approaching,5539.1900000000005,3972
2,40.69383,-73.983511,MYRTLE AV/FLEET PL,< 1 stop away,636.23,4060
0,40.694649,-73.955519,MYRTLE AV/SPENCER ST,at stop,3024.2000000000003,6585
1,40.698024,-73.925836,MYRTLE AV/DE KALB AV,at stop,5554.650000000001,3972
2,40.69383,-73.983511,MYRTLE AV/FLEET PL,< 1 stop away,636.23,4060
0,40.694657,-73.955458,MYRTLE AV/SPENCER ST,at stop,3029.4300000000003,6585
1,40.698169,-73.9245,MYRTLE AV/STOCKHOLM ST,approaching,5668.41,3972
2,40.693573,-73.981411,MYRTLE AV/ASHLAND PL,< 1 stop away,826.97,4060
0,40.698498,-73.92132,MYRTLE AV/WILSON AV,at stop,5939.02,3972
1,40.694942,-73.952998,MYRTLE AV/NOSTRAND AV,approaching,3239.19,6585
2,40.693567,-73.981248,MYRTLE AV/ASHLAND PL,< 1 stop away,840.76,4060
0,40.694942,-73.952998,MYRTLE AV/NOSTRAND AV,approaching,3239.19,6585
1,40.698715,-73.91924,MYRTLE AV/KNICKERBOCKER AV,approaching,6116.0599999999995,3972
2,40.693525,-73.980145,MYRTLE AV/ASHLAND PL,approaching,933.86,4060
0,40.693499,-73.979451,MYRTLE AV/ASHLAND PL,at stop,992.48,4060
1,40.694961,-73.952844,MYRTLE AV/NOSTRAND AV,at stop,3252.33,6585
2,40.698715,-73.91924,MYRTLE AV/KNICKERBOCKER AV,approaching,6116.0599999999995,3972
0,40.6935,-73.979491,MYRTLE AV/ASHLAND PL,at stop,989.0300000000001,4060
1,40.698775,-73.918665,MYRTLE AV/KNICKERBOCKER AV,at stop,6164.94,3972
2,40.694957,-73.952875,MYRTLE AV/NOSTRAND AV,at stop,3249.7000000000003,6585
0,40.698779,-73.918621,MYRTLE AV/KNICKERBOCKER AV,at stop,6168.7,3972
1,40.694965,-73.952814,MYRTLE AV/NOSTRAND AV,at stop,3254.96,6585
2,40.693445,-73.978062,MYRTLE AV/ST EDWARDS ST,approaching,1109.69,4060
0,40.698793,-73.918488,MYRTLE AV/KNICKERBOCKER AV,at stop,6179.98,3972
1,40.694965,-73.952814,MYRTLE AV/NOSTRAND AV,at stop,3254.96,6585
2,40.693415,-73.977287,MYRTLE AV/N PORTLAND AV,< 1 stop away,1175.1499999999999,4060
0,40.693345,-73.975461,MYRTLE AV/N PORTLAND AV,at stop,1329.26,4060
1,40.698895,-73.917501,MYRTLE AV/MENAHAN ST,approaching,6264.01,3972
2,40.695038,-73.952186,MYRTLE AV/MARCY AV,< 1 stop away,3308.49,6585
0,40.695342,-73.949509,MYRTLE AV/MARCY AV,at stop,3536.66,6585
1,40.698932,-73.917141,MYRTLE AV/MENAHAN ST,approaching,6294.58,3972
2,40.693303,-73.974357,MYRTLE AV/CARLTON AV,< 1 stop away,1422.43,4060
0,40.695342,-73.949509,MYRTLE AV/MARCY AV,at stop,3536.66,6585
1,40.698964,-73.916827,MYRTLE AV/MENAHAN ST,approaching,6321.34,3972
2,40.693303,-73.974357,MYRTLE AV/CARLTON AV,< 1 stop away,1422.43,4060
0,40.693234,-73.972517,MYRTLE AV/CARLTON AV,at stop,1577.81,4060
1,40.699062,-73.915884,MYRTLE AV/MENAHAN ST,at stop,6401.61,3972
2,40.695565,-73.947562,MYRTLE AV/TOMPKINS AV,approaching,3702.7000000000003,6585
0,40.695665,-73.9467,MYRTLE AV/TOMPKINS AV,at stop,3776.21,6585
1,40.693222,-73.972189,MYRTLE AV/VANDERBILT AV,< 1 stop away,1605.48,4060
2,40.699123,-73.915308,GATES AV/WYCKOFF AV,< 1 stop away,6450.61,3972
0,40.695665,-73.9467,MYRTLE AV/TOMPKINS AV,at stop,3776.21,6585
1,40.693222,-73.972189,MYRTLE AV/VANDERBILT AV,< 1 stop away,1605.48,4060
2,40.699194,-73.914645,GATES AV/WYCKOFF AV,< 1 stop away,6507.0,3972
0,40.695889,-73.944752,MYRTLE AV/THROOP AV,approaching,3942.32,6585
1,40.693222,-73.972189,MYRTLE AV/VANDERBILT AV,< 1 stop away,1605.48,4060
2,40.699194,-73.914645,GATES AV/WYCKOFF AV,< 1 stop away,6507.0,3972
0,40.695973,-73.944018,MYRTLE AV/THROOP AV,approaching,4004.9500000000003,6585
1,40.699354,-73.91328,GATES AV/WYCKOFF AV,< 1 stop away,6623.55,3972
2,40.693222,-73.972189,MYRTLE AV/VANDERBILT AV,< 1 stop away,1605.48,4060
0,40.693119,-73.969484,MYRTLE AV/VANDERBILT AV,approaching,1833.84,4060
1,40.696009,-73.943698,MYRTLE AV/THROOP AV,approaching,4032.1800000000003,6585
2,40.6995,-73.912409,GATES AV/WYCKOFF AV,approaching,6698.75,3972
0,40.699756,-73.911982,GATES AV/WYCKOFF AV,approaching,6747.62,3972
1,40.693104,-73.96899,MYRTLE AV/CLINTON AV,approaching,1875.5,4060
2,40.696145,-73.942516,MYRTLE AV/MARCUS GARVEY BL,approaching,4132.96,6585
0,40.696318,-73.941015,MYRTLE AV/MARCUS GARVEY BL,at stop,4261.01,6585
1,40.693147,-73.968558,MYRTLE AV/CLINTON AV,at stop,1912.31,4060
2,40.700758,-73.91097,PALMETTO ST/ST NICHOLAS AV,approaching,6887.98,3972
0,40.693147,-73.968558,MYRTLE AV/CLINTON AV,at stop,1912.31,4060
1,40.700975,-73.910749,PALMETTO ST/ST NICHOLAS AV,approaching,6918.47,3972
2,40.696366,-73.940599,MYRTLE AV/LEWIS AV,< 1 stop away,4296.46,6585
0,40.700589,-73.909958,PALMETTO ST/ST NICHOLAS AV,at stop,7009.95,3972
1,40.6967,-73.937687,MYRTLE AV/LEWIS AV,at stop,4544.74,6585
2,40.693464,-73.965827,MYRTLE AV/RYERSON ST,approaching,2145.22,4060
0,40.700535,-73.910014,PALMETTO ST/ST NICHOLAS AV,at stop,7017.58,3972
1,40.696896,-73.935995,MYRTLE AV/BROADWAY,approaching,4689.04,6585
2,40.693704,-73.963736,MYRTLE AV/STEUBEN ST,approaching,2323.5,4060
0,40.696896,-73.935995,MYRTLE AV/BROADWAY,approaching,4689.04,6585
1,40.69389,-73.962145,MYRTLE AV/CLASSON AV,approaching,2459.21,4060
0,40.694041,-73.960829,MYRTLE AV/CLASSON AV,at stop,2571.41,4060
1,40.696914,-73.935835,MYRTLE AV/BROADWAY,approaching,4702.65,6585
2,40.694721,-73.987173,TILLARY ST/JAY ST,< 1 stop away,24.099999999999994,6494
0,40.694041,-73.960829,MYRTLE AV/CLASSON AV,at stop,2571.41,4060
1,40.696922,-73.935772,MYRTLE AV/BROADWAY,approaching,4708.09,6585
2,40.695708,-73.987127,TILLARY ST/JAY ST,approaching,133.95,6494
0,40.696922,-73.935772,MYRTLE AV/BROADWAY,approaching,4708.09,6585
1,40.695708,-73.987127,TILLARY ST/JAY ST,approaching,133.95,6494
2,40.6941,-73.960308,MYRTLE AV/FRANKLIN AV,< 1 stop away,2615.87,4060
0,40.694388,-73.957791,MYRTLE AV/FRANKLIN AV,at stop,2830.48,4060
1,40.697127,-73.933905,MYRTLE AV/BUSHWICK AV,< 1 stop away,4867.09,6585
2,40.696,-73.986032,MYRTLE AV/FLEET PL,< 1 stop away,261.61,6494
0,40.694384,-73.957821,MYRTLE AV/FRANKLIN AV,at stop,2827.8599999999997,4060
1,40.697272,-73.932608,MYRTLE AV/BUSHWICK AV,approaching,4977.63,6585
2,40.696,-73.986032,MYRTLE AV/FLEET PL,< 1 stop away,261.61,6494
0,40.694384,-73.957821,MYRTLE AV/FRANKLIN AV,at stop,2827.8599999999997,4060
1,40.697605,-73.929621,MYRTLE AV/EVERGREEN AV,at stop,5232.19,6585
2,40.695957,-73.984799,MYRTLE AV/FLEET PL,< 1 stop away,365.6700000000001,6494
0,40.694642,-73.95558,MYRTLE AV/SPENCER ST,at stop,3018.96,4060
1,40.697733,-73.928521,MYRTLE AV/HART ST,approaching,5325.95,6585
2,40.693888,-73.98354,MYRTLE AV/FLEET PL,< 1 stop away,629.2900000000001,6494
0,40.698029,-73.925791,MYRTLE AV/DE KALB AV,at stop,5558.51,6585
1,40.694792,-73.954291,MYRTLE AV/WALWORTH ST,approaching,3128.94,4060
2,40.69383,-73.983511,MYRTLE AV/FLEET PL,< 1 stop away,636.23,6494
0,40.698218,-73.924011,MYRTLE AV/STOCKHOLM ST,at stop,5710.01,6585
1,40.69492,-73.953183,MYRTLE AV/NOSTRAND AV,approaching,3223.42,4060
2,40.69383,-73.983511,MYRTLE AV/FLEET PL,< 1 stop away,636.23,6494
0,40.698516,-73.92114,MYRTLE AV/WILSON AV,at stop,5954.31,6585
1,40.694965,-73.952814,MYRTLE AV/NOSTRAND AV,at stop,3254.96,4060
2,40.693636,-73.983054,MYRTLE AV/FLEET PL,approaching,688.26,6494
0,40.693499,-73.979451,MYRTLE AV/ASHLAND PL,at stop,992.48,6494
1,40.694972,-73.952752,MYRTLE AV/NOSTRAND AV,at stop,3260.21,4060
2,40.698757,-73.918842,MYRTLE AV/KNICKERBOCKER AV,approaching,6149.9,6585
0,40.694972,-73.952752,MYRTLE AV/NOSTRAND AV,at stop,3260.21,4060
1,40.698775,-73.918665,MYRTLE AV/KNICKERBOCKER AV,at stop,6164.94,6585
2,40.693492,-73.979287,MYRTLE AV/ST EDWARDS ST,< 1 stop away,1006.27,6494
0,40.698779,-73.918621,MYRTLE AV/KNICKERBOCKER AV,at stop,6168.7,6585
1,40.693492,-73.979287,MYRTLE AV/ST EDWARDS ST,< 1 stop away,1006.27,6494
2,40.695132,-73.951358,MYRTLE AV/MARCY AV,< 1 stop away,3379.1099999999997,4060
0,40.69342,-73.977409,MYRTLE AV/ST EDWARDS ST,at stop,1164.85,6494
1,40.695352,-73.949414,MYRTLE AV/MARCY AV,at stop,3544.81,4060
2,40.698779,-73.918621,MYRTLE AV/KNICKERBOCKER AV,at stop,6168.7,6585
0,40.693358,-73.975826,MYRTLE AV/N PORTLAND AV,approaching,1298.4399999999998,6494
1,40.69883,-73.91813,MYRTLE AV/MENAHAN ST,< 1 stop away,6210.5,6585
2,40.695374,-73.949222,MYRTLE AV/TOMPKINS AV,< 1 stop away,3561.13,4060
0,40.695679,-73.946572,MYRTLE AV/TOMPKINS AV,at stop,3787.1000000000004,4060
1,40.698969,-73.916782,MYRTLE AV/MENAHAN ST,approaching,6325.16,6585
2,40.693341,-73.975339,MYRTLE AV/CARLTON AV,< 1 stop away,1339.56,6494
0,40.695679,-73.946572,MYRTLE AV/TOMPKINS AV,at stop,3787.1000000000004,4060
1,40.699043,-73.916063,MYRTLE AV/MENAHAN ST,at stop,6386.32,6585
2,40.693291,-73.973989,MYRTLE AV/CARLTON AV,approaching,1453.51,6494
0,40.695679,-73.946572,MYRTLE AV/TOMPKINS AV,at stop,3787.1000000000004,4060
1,40.693229,-73.972394,MYRTLE AV/VANDERBILT AV,< 1 stop away,1588.18,6494
2,40.699165,-73.91491,GATES AV/WYCKOFF AV,< 1 stop away,6484.44,6585
0,40.693231,-73.972435,MYRTLE AV/CARLTON AV,at stop,1584.72,6494
1,40.699292,-73.913673,GATES AV/WYCKOFF AV,< 1 stop away,6589.72,6585
2,40.69575,-73.945966,MYRTLE AV/THROOP AV,< 1 stop away,3838.84,4060
0,40.696057,-73.943283,MYRTLE AV/THROOP AV,at stop,4067.58,4060
1,40.699292,-73.913673,GATES AV/WYCKOFF AV,< 1 stop away,6589.72,6585
2,40.693229,-73.972394,MYRTLE AV/VANDERBILT AV,< 1 stop away,1588.18,6494
0,40.696318,-73.941015,MYRTLE AV/MARCUS GARVEY BL,at stop,4261.01,4060
1,40.699674,-73.912061,GATES AV/WYCKOFF AV,approaching,6736.34,6585
2,40.693183,-73.971164,MYRTLE AV/VANDERBILT AV,< 1 stop away,1691.98,6494
0,40.693119,-73.969484,MYRTLE AV/VANDERBILT AV,approaching,1833.84,6494
1,40.699701,-73.912035,GATES AV/WYCKOFF AV,approaching,6740.1,6585
2,40.696461,-73.939767,MYRTLE AV/LEWIS AV,< 1 stop away,4367.39,4060
0,40.693161,-73.968434,MYRTLE AV/CLINTON AV,at stop,1922.82,6494
1,40.696726,-73.937463,MYRTLE AV/LEWIS AV,at stop,4563.83,4060
2,40.701002,-73.910721,PALMETTO ST/ST NICHOLAS AV,approaching,6922.29,6585
0,40.693161,-73.968434,MYRTLE AV/CLINTON AV,at stop,1922.82,6494
1,40.700589,-73.909958,PALMETTO ST/ST NICHOLAS AV,at stop,7009.95,6585
2,40.696892,-73.936027,MYRTLE AV/BROADWAY,approaching,4686.32,4060
0,40.696955,-73.935484,MYRTLE AV/BROADWAY,at stop,4732.59,4060
1,40.693175,-73.968311,MYRTLE AV/WASHINGTON AV,< 1 stop away,1933.2999999999997,6494
0,40.693377,-73.966566,MYRTLE AV/WASHINGTON AV,at stop,2082.16,6494
1,40.70048,-73.910069,N/A,N/A,2082.16,6585
2,40.696947,-73.935548,MYRTLE AV/BROADWAY,at stop,4727.15,4060
0,40.70048,-73.910069,N/A,N/A,4727.15,6585
1,40.69341,-73.966289,MYRTLE AV/RYERSON ST,approaching,2105.77,6494
2,40.69705,-73.934621,MYRTLE AV/BUSHWICK AV,< 1 stop away,4806.1,4060
0,40.70048,-73.910069,N/A,N/A,4806.1,6585
1,40.697262,-73.932697,MYRTLE AV/BUSHWICK AV,approaching,4970.01,4060
2,40.693432,-73.966104,MYRTLE AV/RYERSON ST,approaching,2121.5499999999997,6494
0,40.70048,-73.910069,N/A,N/A,2121.5499999999997,6585
1,40.693715,-73.963644,MYRTLE AV/STEUBEN ST,approaching,2331.3300000000004,6494
2,40.697465,-73.930913,MYRTLE AV/EVERGREEN AV,approaching,5122.15,4060
0,40.70048,-73.910069,N/A,N/A,5122.15,6585
1,40.697566,-73.929977,MYRTLE AV/EVERGREEN AV,approaching,5201.83,4060
2,40.693715,-73.963644,MYRTLE AV/STEUBEN ST,approaching,2331.3300000000004,6494
0,40.697614,-73.929531,MYRTLE AV/EVERGREEN AV,at stop,5239.78,4060
1,40.70048,-73.910069,N/A,N/A,5239.78,6585
2,40.693718,-73.963614,MYRTLE AV/STEUBEN ST,approaching,2333.94,6494
0,40.70048,-73.910069,N/A,N/A,2333.94,6585
1,40.693718,-73.963614,MYRTLE AV/STEUBEN ST,approaching,2333.94,6494
2,40.697691,-73.928872,MYRTLE AV/HART ST,approaching,5296.03,4060
0,40.70048,-73.910069,N/A,N/A,5296.03,6585
1,40.698003,-73.926018,MYRTLE AV/DE KALB AV,approaching,5539.1900000000005,4060
2,40.693718,-73.963614,MYRTLE AV/STEUBEN ST,approaching,2333.94,6494
3,40.694906,-73.987165,TILLARY ST/JAY ST,< 1 stop away,44.70000000000002,7290
0,40.70048,-73.910069,N/A,N/A,44.70000000000002,6585
1,40.698003,-73.926018,MYRTLE AV/DE KALB AV,approaching,5539.1900000000005,4060
2,40.695739,-73.987125,TILLARY ST/JAY ST,approaching,137.39000000000001,7290
3,40.693718,-73.963614,MYRTLE AV/STEUBEN ST,approaching,2333.94,6494
0,40.70048,-73.910069,N/A,N/A,2333.94,6585
1,40.695708,-73.987127,TILLARY ST/JAY ST,approaching,133.95,7290
2,40.693718,-73.963614,MYRTLE AV/STEUBEN ST,approaching,2333.94,6494
3,40.698269,-73.923521,MYRTLE AV/WILSON AV,< 1 stop away,5751.72,4060
0,40.70048,-73.910069,N/A,N/A,5751.72,6585
1,40.693968,-73.961472,MYRTLE AV/CLASSON AV,approaching,2516.62,6494
2,40.698269,-73.923521,MYRTLE AV/WILSON AV,< 1 stop away,5751.72,4060
3,40.696014,-73.986443,MYRTLE AV/FLEET PL,< 1 stop away,226.92000000000007,7290
0,40.694044,-73.960799,MYRTLE AV/CLASSON AV,at stop,2574.02,6494
1,40.70048,-73.910069,N/A,N/A,2574.02,6585
2,40.698469,-73.921589,MYRTLE AV/WILSON AV,approaching,5916.08,4060
3,40.695953,-73.984717,MYRTLE AV/FLEET PL,< 1 stop away,372.61000000000007,7290
0,40.70048,-73.910069,N/A,N/A,372.61000000000007,6585
1,40.698668,-73.919681,MYRTLE AV/KNICKERBOCKER AV,approaching,6078.46,4060
2,40.694097,-73.960338,MYRTLE AV/FRANKLIN AV,< 1 stop away,2613.25,6494
3,40.694384,-73.983787,MYRTLE AV/FLEET PL,< 1 stop away,570.32,7290
0,40.70048,-73.910069,N/A,N/A,570.32,6585
1,40.694388,-73.957791,MYRTLE AV/FRANKLIN AV,at stop,2830.48,6494
2,40.698757,-73.918842,MYRTLE AV/KNICKERBOCKER AV,approaching,6149.9,4060
3,40.694384,-73.983787,MYRTLE AV/FLEET PL,< 1 stop away,570.32,7290
0,40.69455,-73.956378,MYRTLE AV/SPENCER ST,approaching,2950.8900000000003,6494
1,40.698895,-73.917501,MYRTLE AV/MENAHAN ST,approaching,6264.01,4060
2,40.693888,-73.98354,MYRTLE AV/FLEET PL,< 1 stop away,629.2900000000001,7290
0,40.698973,-73.916737,MYRTLE AV/MENAHAN ST,approaching,6328.98,4060
1,40.69455,-73.956378,MYRTLE AV/SPENCER ST,approaching,2950.8900000000003,6494
2,40.693888,-73.98354,MYRTLE AV/FLEET PL,< 1 stop away,629.2900000000001,7290
0,40.698987,-73.916602,MYRTLE AV/MENAHAN ST,approaching,6340.45,4060
1,40.694664,-73.955396,MYRTLE AV/WALWORTH ST,approaching,3034.67,6494
2,40.693638,-73.983095,MYRTLE AV/FLEET PL,approaching,684.7900000000001,7290
0,40.699062,-73.915884,MYRTLE AV/MENAHAN ST,at stop,6401.61,4060
1,40.693593,-73.981986,MYRTLE AV/FLEET PL,approaching,778.45,7290
2,40.694664,-73.955396,MYRTLE AV/WALWORTH ST,approaching,3034.67,6494
0,40.699053,-73.915973,MYRTLE AV/MENAHAN ST,at stop,6393.96,4060
1,40.693593,-73.981986,MYRTLE AV/FLEET PL,approaching,778.45,7290
2,40.694928,-73.953121,MYRTLE AV/NOSTRAND AV,approaching,3228.6800000000003,6494
0,40.699048,-73.916018,MYRTLE AV/MENAHAN ST,at stop,6390.14,4060
